		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.emeye.cardealerpro	118	622	0	0	11	157	289	622	0	0	11	157	288	622	0	0	11	246	308	
no.terra.android.rorosbanken	64	122	0	0	40	0	69	122	0	0	5	0	24	122	0	0	40	0	66	
de.rezepte.abnehmen.home.workouts	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
us.sol.StanislausCountyLibrary	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	
com.fitnessmobileapps.blissyogaspa	29	45	0	0	3	2	32	45	0	0	2	2	21	45	0	0	3	4	119	
markm.spinit	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.market.lavkalavka	10	2	0	0	0	0	6	2	0	0	0	0	6	2	0	0	0	0	56	
com.enterprisemobilityclient.te	7	1	0	0	0	3	3	1	0	0	0	3	3	1	0	0	0	3	3	
br.com.mv.nse.HealthcareBenchmarkingCMB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.midas.europe	36	64	35	0	0	38	51	64	35	0	0	38	51	64	35	0	0	39	51	
com.recisio.kfandroid	5	0	1	0	0	2	7	0	0	0	0	2	4	0	1	0	0	2	34	
com.inncwrestling.free	8	22	6	22	9	24	24	22	6	22	9	24	24	22	6	22	9	24	24	
com.rais.muslimdiary	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.gamindroid.tractor.rescue.simulator	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
appinventor.ai_ey2378.hadashot	26	100	0	0	100	100	0	100	0	0	100	100	0	100	0	0	100	100	0	
eu.beeple.app.users	20	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	29	
com.gera.ArtScienceMuseumJigsawPuzzles	34	29	0	0	0	2	13	29	0	0	0	2	13	29	0	0	0	2	13	
com.Shekhar.FilDiReciNew	4	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	0	2	2	
com.crazygun.reaper.snipershooting	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
gps.ils.vor.glasscockpit	34	755	39	0	0	81	79	755	39	0	0	81	79	755	39	0	0	83	79	
com.mish.ali.mrma	32	31	31	0	31	31	31	31	31	0	31	31	31	31	31	0	31	31	31	
com.chambaapp	9	1	0	0	2	0	5	1	0	0	2	0	2	1	0	0	2	0	10	
jp.co.decoo.colorsquare	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.jb.gokeyboard.theme.supercolor.themes.viking	9	2	4	0	0	0	12	2	0	0	0	0	2	2	4	0	0	0	15	
betcoin.viphfft	83	0	0	0	93	79	159	0	0	0	78	77	153	0	0	0	93	86	138	
com.laithnayefappz.qallaeed	3	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	2	1	
kr.ac.snjc.library	8	6	8	8	5	7	8	6	6	6	5	7	7	6	8	8	5	8	8	
com.jobs.ksa	47	21	0	0	4	8	51	21	0	0	1	8	36	21	0	0	4	8	179	
com.shirajammunira.hajj	92	91	0	0	0	91	91	91	0	0	0	91	91	91	0	0	0	91	91	
com.jase.kr.web	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
flashcards.words.words	16	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	27	
com.airtheme.iconpack.AncientNurseryRhyme	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7	
kevinj.instasquare.instasizenocrop.squarequick.emoji.maker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hentica.app.listening.cet4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sendgroupsms.SorryCardsGreetings	18	27	0	0	0	30	29	27	0	0	0	30	29	27	0	0	0	30	29	
com.congo.actualite	70	12	0	0	25	18	75	12	0	0	20	18	54	12	0	0	25	20	152	
com.paptap.pt329567	35	0	5	5	2	0	45	0	4	4	2	0	28	0	5	5	2	0	114	
com.titan.jigsawfree	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cootek.smartinputv5.skin.keyboard_theme_gold_butterfly	86	590	0	0	1	0	93	590	0	0	1	0	20	590	0	0	1	0	95	
eu.liveclick.aja1	4	0	2	2	1	0	1	0	0	0	0	0	0	0	2	2	1	0	1	
com.rvappstudios.ice.cream.paradise.match3	31	11	0	0	2	0	16	11	0	0	1	0	5	11	0	0	2	0	21	
com.masociete.planningaerofutur	8	7	0	0	0	0	1	7	0	0	0	0	1	7	0	0	0	0	1	
tfl.com.eicheregl	11	10	9	0	2	10	13	10	9	0	2	10	13	10	9	0	2	13	15	
com.b2bg.WeComeInPieces	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	
hd.uhd.live.wallpapers.topwallpapers	18	14	0	0	16	21	22	14	0	0	16	21	22	14	0	0	16	25	23	
com.lax.vj	8	7	3	3	5	5	5	7	3	3	5	5	5	7	3	3	5	6	5	
com.netdania	35	1024	0	0	44	57	96	1024	0	0	44	57	95	1024	0	0	44	57	96	
minimalism.pdfviewer	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	
com.cyberlink.actiondirector	31	1	0	0	8	8	21	1	0	0	8	8	21	1	0	0	8	8	21	
uk.co.myfirmsapp.garbutt	16	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	5	
co.april2019.strc	186	0	0	0	16	0	438	0	0	0	14	0	411	0	0	0	16	0	623	
com.visualhdstudio.autoload	9	12	24	0	0	16	16	12	24	0	0	16	16	12	24	0	0	16	25	
com.kaalikiteeggi.three_of_spades	19	20	0	0	0	0	18	20	0	0	0	0	15	20	0	0	0	0	18	
es.lfp.laligatv	64	75	0	0	5	37	50	75	0	0	5	37	32	75	0	0	5	54	68	
com.mojopizza	105	0	0	0	2	0	195	0	0	0	2	0	193	0	0	0	2	0	235	
es.bandomovil.huelaga.informa	79	58	0	0	0	6	326	58	0	0	0	6	325	58	0	0	0	8	337	
com.fun.tigerlivewallpaper	13	2	5	5	4	9	7	2	5	5	3	4	4	2	5	5	4	10	7	
com.freecellsolitaire.slots	26	4	1	0	0	0	7	4	0	0	0	0	6	4	1	0	0	0	7	
com.nahid.alachirgun	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.innoshop.amakshop	39	6	0	0	3	0	31	6	0	0	2	0	21	6	0	0	3	0	31	
com.piki.reference.book.horsesen	6	0	0	0	2	2	6	0	0	0	2	2	5	0	0	0	2	4	7	
com.snow.heavyexcavator.machine.simulator	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
net.parentlink.americanleadership	60	150	0	0	0	57	85	150	0	0	0	57	82	150	0	0	0	61	96	
com.sunardi.caraccidentlawyer	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.Latum.Cubrik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.greencabbage.urgentradio	6	3	4	4	1	0	6	3	4	4	1	0	6	3	4	4	1	0	6	
com.holsoft.ohmslawcalculator	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	
com.auctionmobility.auctions.vinpresariowineauctions	44	39	0	0	7	40	120	39	0	0	5	40	114	39	0	0	7	50	181	
com.mk.nsmsg	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	
hana.tvguidejapan.team	10	4	0	4	3	1	6	4	0	4	3	1	6	4	0	4	3	2	8	
com.artwall.IntroductionToTheTempleOfTheBlessedVirginMaryWallpapers	43	38	0	0	4	3	15	38	0	0	3	2	13	38	0	0	4	3	15	
com.biplug.goodword	42	0	0	0	4	0	59	0	0	0	4	0	35	0	0	0	4	2	111	
com.augmensys.ubik	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.meteo.android.marseille	20	5	0	1	0	0	25	5	0	1	0	0	17	5	0	1	0	0	33	
com.conduit.app_1421416ab17c4a03926ffa3a1a709239.app	14	9	7	24	2	3	11	9	1	13	1	3	4	9	7	24	2	14	31	
com.trubx.trainingcamp	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
io.artform.com	21	1	0	0	2	0	23	1	0	0	2	0	3	1	0	0	2	0	29	
id.compro.rsudilagaligo2	28	3	0	0	4	0	20	3	0	0	3	0	3	3	0	0	4	0	20	
com.baro.pam	14	4	28	28	28	2	32	4	28	28	28	2	32	4	28	28	28	2	32	
de.unitedkiosk.gg.weltkunst	15	5	18	0	4	1	10	5	9	0	2	1	5	5	18	0	4	1	17	
com.robxbacknever.welcometobloxgrrb2bk	26	21	0	0	0	22	32	21	0	0	0	22	23	21	0	0	0	22	32	
com.kidsfunlearninggames.potato.farm.and.chips.factory	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.app.my.dream.ComputerHardwareCourse	2	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	
com.membersfirst.glenwildgolfclub	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sticksports.stickcricketlive	38	12	0	0	2	0	19	12	0	0	1	0	8	12	0	0	2	0	25	
com.emagein3d.shooterAR	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.wirdahoam.app	17	1	0	0	3	0	12	1	0	0	3	0	3	1	0	0	3	0	16	
com.rubanbridge.station	53	83	0	0	0	19	67	83	0	0	0	19	46	83	0	0	0	33	67	
br.com.radiosapp5.torreforte	24	0	0	0	6	1	27	0	0	0	0	0	1	0	0	0	6	2	28	
com.leeyokeloong.JingSiYu_Chinese_2e1y0L6L2e0L1y8b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.carolina.slendermans.fakevideocall	16	11	102	0	10	11	15	11	100	0	10	11	13	11	102	0	10	11	15	
com.anime_core_2.dotakhongdonang	17	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	18	
superapps.r.goodorbad	7	0	7	7	2	0	13	0	2	2	0	0	2	0	7	7	2	0	13	
com.appybuilder.jbpersson.ESLWordsUpMore	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.alphacoderswallpaperhd4k.abstractblur	6	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	0	2	3	
air.Testx86.debug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.andromo.dev518376.app501088	21	12	0	0	0	0	9	12	0	0	0	0	9	12	0	0	0	4	10	
com.navigraph.charts	4	2	0	0	0	0	5	2	0	0	0	0	5	2	0	0	0	0	24	
com.ramayan.bhagavadgita	17	1	0	0	0	0	13	1	0	0	0	0	4	1	0	0	0	0	14	
com.quizmine.intlaw_01	11	4	4	15	0	0	6	4	4	15	0	0	6	4	4	15	0	0	13	
com.leu.houseapM103	31	46	49	0	29	29	54	46	46	0	29	29	47	46	49	0	29	30	52	
net.andromo.dev882.app305377	13	0	15	0	0	6	11	0	6	0	0	6	2	0	15	0	0	8	11	
com.dooit.wiz	68	53	50	0	51	72	77	53	49	0	49	72	75	53	50	0	51	72	77	
com.jb.gokeyboard.theme.BestThemes.blueplastic	8	1	6	6	3	3	10	1	3	3	2	3	2	1	6	6	3	4	10	
com.ks.kshopy	11	1	1	2	0	0	2	1	1	0	0	0	1	1	1	2	0	0	2	
com.APPocalypse.Oxxo	4	0	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	1	0	
com.stashlartechnologies.HAR_GHAR_ROZGAAR	6	0	2	2	0	2	2	0	1	1	0	1	1	0	2	2	0	2	3	
com.ilmasoftkids.kidsiqen	5	2	4	0	4	5	5	2	4	0	4	5	5	2	4	0	4	6	5	
com.krushak.customer	110	6519	0	0	3	0	660	6519	0	0	2	0	640	6519	0	0	3	1	737	
de.mlu.unihalle	18	3	6	6	5	6	11	3	6	6	5	6	11	3	6	6	5	30	12	
com.RevengeAPP.ColorMatching	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.top_dicionario_ingles_afrikaans.top_dicionario_ingles_afrikaans	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.apps.loveit.deremas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.SNSomosNerds.DarkOldSun	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.josejoaquin.traductor	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.coreapps.android.followme.sifmadc14	128	4754	0	0	178	207	1392	4754	0	0	171	207	1371	4754	0	0	178	241	1394	
co.selcam	14	10	8	0	12	12	12	10	8	0	12	12	12	10	8	0	12	16	17	
com.cyou.cma.clauncher.theme.v53b358255ffea3993ab2be42	4	1	3	3	2	0	4	1	1	1	0	0	1	1	3	3	2	1	4	
com.tuesdayquest.logicart	9	0	2	2	0	0	2	0	2	2	0	0	2	0	2	2	0	0	2	
com.graprecipes.shrimptacorecipes	3	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	
com.phumikhmer24.ab	20	6	0	0	1	8	27	6	0	0	1	8	9	6	0	0	1	13	31	
air.com.buffalo_studios.newflashbingo	9	1	1	1	0	0	2	1	0	0	0	0	2	1	1	1	0	0	4	
com.hypersonix.ai	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.gamesweplay.warshooter3D	3	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	
com.JakeDeAndradeGames.PiratesBattleRoyalePRO	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ccc71.bmw	54	3	0	0	0	1	78	3	0	0	0	1	25	3	0	0	0	1	110	
com.selfhealing.chakrasnumber1	38	44	0	0	0	0	46	44	0	0	0	0	46	44	0	0	0	0	46	
com.lifeasy.app.lifeasy	92	134	0	0	2	0	203	134	0	0	2	0	178	134	0	0	2	0	208	
com.blazin_techno.v	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	
com.lillc.sunsetwallpaper	15	8	28	0	9	25	12	8	28	0	9	25	12	8	28	0	9	25	13	
com.ritmo.live	3	4	0	0	0	0	4	4	0	0	0	0	4	4	0	0	0	0	4	
com.ancientdevelopers.naturewallpaperz	5	1	1	11	1	1	2	1	1	1	1	1	1	1	1	11	1	10	9	
com.mobileroadie.app_2473	124	1911	0	0	64	84	615	1911	0	0	64	84	611	1911	0	0	64	122	688	
com.cuteprincesskawaii.colorbook_paint	7	9	36	0	1	12	12	9	36	0	1	12	12	9	36	0	1	13	14	
io.mirailabs.fastlane	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
laradio.online.fmsova975ok	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	
sistemavitto.tocadagula	19	1	0	0	2	0	19	1	0	0	1	0	1	1	0	0	2	0	19	
com.conduit.app_b9efdb40cf63492fa0878684e317076b.app	15	0	5	0	1	1	6	0	1	0	1	1	2	0	5	0	1	25	59	
air.br.com.helme.tapkick	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.appypie.appypie0a911ed87b05	35	17	26	0	13	19	31	17	24	0	12	19	27	17	26	0	13	19	31	
project.freetime.th.usmallsound.gththeseries	21	5	20	0	12	23	12	5	20	0	12	23	12	5	20	0	12	23	12	
com.mockapps.bestfartbelchsounds	5	6	3	3	1	3	4	6	3	3	1	3	3	6	3	3	1	3	4	
com.cardiweb.csm.spaceexperience	6	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	
com.GoldenKiwi.IOS7LockScreen	5	2	4	4	2	4	4	2	2	2	0	2	2	2	4	4	2	4	4	
plus.sbs.golden_money	38	396	49	49	78	104	115	396	49	49	78	104	115	396	49	49	78	135	115	
com.momogame.juicygarden	10	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	5	
com.zoho.sign.zohosign	30	4	0	0	35	36	69	4	0	0	31	36	60	4	0	0	35	57	106	
in.docco360.doctor	2	0	3	7	0	1	1	0	0	0	0	0	0	0	3	7	0	1	1	
au.gov.nsw.onegov.fuelchecktas	9	21	0	0	0	3	3	21	0	0	0	3	3	21	0	0	0	3	5	
com.jb.gokeyboard.theme.supercolor.themes.eastereggs	9	2	4	0	0	0	12	2	0	0	0	0	2	2	4	0	0	0	14	
paradisedairy.ityadi.com	6	4	6	6	6	6	6	4	6	6	6	6	6	4	6	6	6	9	17	
com.mobincube.android.sc_91T73	55	244	0	0	2	5	139	244	0	0	2	5	124	244	0	0	2	5	184	
com.katakatasindiranbuatheaters.newalay.forextradinglifeinsurance	55	1054	0	0	20	13	298	1054	0	0	16	13	293	1054	0	0	20	40	334	
com.sevenshifts.android	160	4446	0	0	2	0	581	4446	0	0	2	0	568	4446	0	0	2	0	742	
com.marianne.williamson	6	3	2	2	3	1	10	3	1	1	2	1	6	3	2	2	3	1	12	
com.hittch	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mango.android	34	140	0	0	3	30	108	140	0	0	2	30	82	140	0	0	3	41	125	
com.gamescapes.shopping.mall.car.parking	19	2	8	0	0	0	2	2	8	0	0	0	2	2	8	0	0	0	2	
com.osn.go	38	41	0	0	2	0	63	41	0	0	2	0	61	41	0	0	2	1	81	
com.cotap.android	131	36	0	0	44	17	234	36	0	0	35	16	151	36	0	0	44	31	432	
com.Pyrestone.BBBUltra	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.w2cyk.android.rfinder	18	0	69	69	1	71	73	0	67	67	0	70	70	0	69	69	1	71	57	
com.MoreHotels	4	0	1	1	1	0	7	0	0	0	0	0	0	0	1	1	1	0	7	
com.tushar.storysplitter	9	28	0	0	0	5	6	28	0	0	0	5	6	28	0	0	0	5	6	
com.subsplash.thechurchapp.s_S974SN	35	46	0	0	1	5	83	46	0	0	1	4	35	46	0	0	1	5	116	
com.pixlpark.cheese.android	16	1	0	0	0	0	4	1	0	0	0	0	3	1	0	0	0	0	17	
com.papeda	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	
com.newfompose	41	65	0	0	2	0	76	65	0	0	2	0	68	65	0	0	2	1	217	
com.emergingmobile.zombiemanor	18	0	1	0	3	0	11	0	1	0	1	0	8	0	1	0	3	0	13	
com.myandroiduniquehandynotebookofdifferententriesprogram.coolnotewithdialogbox	5	6	0	0	3	3	3	6	0	0	3	3	3	6	0	0	3	3	3	
com.triposo.droidguide.azerbaijan	56	788	0	0	44	36	428	788	0	0	41	36	381	788	0	0	44	51	297	
ndr.nikoolin.bullsandcows2	8	8	10	10	10	10	10	8	10	10	10	10	10	8	10	10	10	10	10	
com.Baby.House.Decoration.Games.Dollhouse	7	0	0	0	1	1	3	0	0	0	1	1	1	0	0	0	1	2	3	
com.helper.pokemon	24	0	6	0	0	0	2	0	2	0	0	0	2	0	6	0	0	0	2	
com.phonegap.millerntor	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.softtech.parakod	686	0	0	0	5	10	3597	0	0	0	5	9	3587	0	0	0	5	20	3690	
rocks.chuby	7	1	0	0	2	0	3	1	0	0	2	0	2	1	0	0	2	0	7	
it.telepass.prod.TelepassPyng	156	0	0	0	0	0	396	0	0	0	0	0	394	0	0	0	0	0	414	
hero.legend.thuc.son.khuc.vn	10	0	1	1	1	0	4	0	0	0	0	0	2	0	1	1	1	1	7	
lk.prem.GangodawilaSomaTheroSermons	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tierra2.intapp.com	7	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	
riddle.com	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
admobileapps.new38apkfi	109	4268	0	0	2	8	2985	4268	0	0	2	8	2865	4268	0	0	2	12	6689	
com.geoimmo.rivedeseine	58	11	0	0	3	0	87	11	0	0	3	0	75	11	0	0	3	6	162	
com.ShrewsburyEats.customer	119	6860	0	0	0	0	789	6860	0	0	0	0	763	6860	0	0	0	0	869	
br.com.churras	3	5	0	0	3	0	3	5	0	0	3	0	3	5	0	0	3	0	3	
com.powercruisecontrol.i3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ixara.tvwalldesign	5	4	0	3	2	3	2	4	0	3	2	3	2	4	0	3	2	6	2	
com.prathimatech.autoconnect	12	10	0	0	0	0	10	10	0	0	0	0	10	10	0	0	0	0	10	
cz.mpizza.penzionjarkabratislava	12	8	20	0	14	9	20	8	18	0	8	9	13	8	20	0	14	9	25	
anime.devil.skull.adventure.cool.typany.u8000000507	6	0	2	2	1	1	1	0	2	2	1	1	1	0	2	2	1	3	1	
com.lumiplan.saintaubin	20	196	0	0	0	0	6	196	0	0	0	0	4	196	0	0	0	0	43	
com.kizuna.plusone	21	98	89	0	21	93	94	98	88	0	21	93	93	98	89	0	21	100	94	
com.abilityjo.darathafnawi	13	12	17	17	14	14	17	12	13	13	12	13	13	12	17	17	14	14	17	
com.telstra.android.afl	48	684	0	0	0	1	121	684	0	0	0	1	82	684	0	0	0	1	294	
com.fileo.tad	18	3	10	0	2	1	12	3	6	0	2	1	4	3	10	0	2	5	15	
com.app.radiodecadas	22	1	0	0	4	5	24	1	0	0	0	4	7	1	0	0	4	6	26	
secret.dating	31	99	0	0	18	22	136	99	0	0	17	22	132	99	0	0	18	50	168	
com.friendlydrive	7	2	2	2	5	2	9	2	1	1	3	2	4	2	2	2	5	3	12	
com.pjproductions.dice	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ikeyboard.theme.black.cat	21	0	0	0	2	0	22	0	0	0	0	0	5	0	0	0	2	0	25	
com.hygagesoft.boundbomb	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.jtexpress.KhClient	49	26	0	0	0	34	39	26	0	0	0	34	37	26	0	0	0	61	69	
com.cars.cheryamulet	8	3	0	3	3	3	3	3	0	3	3	3	3	3	0	3	3	3	3	
com.quickmove.sa.survey	33	13	0	0	6	0	19	13	0	0	6	0	14	13	0	0	6	0	39	
com.hjsolution.android.glitterphotoframe	4	0	3	3	1	2	2	0	3	3	1	2	2	0	3	3	1	3	2	
com.josapps.revivechurch	33	0	0	0	16	3	21	0	0	0	1	1	3	0	0	0	16	4	46	
com.endgames.sniper.elite.assassin.fps.hitman.gun.shooting	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.eurotravel.prog2.eurotravelplanner	8	31	18	18	18	18	18	31	18	18	18	18	18	31	18	18	18	19	22	
com.productschool.confcwczy4	18	89	0	0	2	3	29	89	0	0	2	3	28	89	0	0	2	5	87	
com.aniXification.android.lovemeter	7	8	7	8	4	5	8	8	7	8	4	5	8	8	7	8	4	5	8	
com.thepitchapp	40	11	0	0	3	0	37	11	0	0	2	0	27	11	0	0	3	0	37	
com.inetsgi.theandersons	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	
edu.bcm.android.sbirt	24	82	33	35	33	35	82	82	33	35	33	35	82	82	33	35	33	37	80	
com.centsol.csongs	23	7	29	0	11	10	18	7	9	0	7	10	13	7	29	0	11	13	59	
com.ct.perfect.pouring.water.sort.puzzle	32	7	0	0	2	0	17	7	0	0	1	0	6	7	0	0	2	0	23	
com.action.games.ultimate.figher.champion.free.fighting.kungfu.combat.gangster.game	26	3	2	0	3	1	5	3	1	0	3	1	5	3	2	0	3	1	8	
de.floatec.mensa	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
mus.radio.confiance	19	9	0	0	0	0	29	9	0	0	0	0	23	9	0	0	0	0	85	
com.badflyinteractive.deadeffect2	24	27	2	0	0	0	13	27	0	0	0	0	11	27	2	0	0	0	15	
kr.infocept.catholic.mass	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.vaciniti.app.app57eedc6e0ab94	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	
com.wrgardnersoft.ftc2018	14	15	98	98	11	100	100	15	98	98	11	100	100	15	98	98	11	109	100	
com.checkerbpg.curses	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	
com.zeitmobile.coastfitness	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
jp.co.fork.sentakunaviapp	5	8	16	0	1	11	3	8	16	0	1	11	3	8	16	0	1	14	5	
com.topfreebanglaapp.englishspoken	18	4	0	0	9	8	12	4	0	0	8	8	9	4	0	0	9	8	11	
com.voxy.pearson	32	450	0	0	0	0	63	450	0	0	0	0	55	450	0	0	0	0	152	
se.oscarb.pinapple	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	
com.butwhylevin.game	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.vnbookforkid.TiengAnhLop7New.Tap1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ru.fmore.samaratransport	15	1	0	0	0	0	21	1	0	0	0	0	21	1	0	0	0	0	58	
com.SPP.Development.BenjaminFranklinQuotesApp	3	0	0	1	0	2	2	0	0	1	0	2	2	0	0	1	0	2	2	
mm.com.ultimatesolution.www.moedps	39	6	0	0	3	0	31	6	0	0	2	0	21	6	0	0	3	0	31	
com.capiratech.monmouth	34	97	9	0	8	28	87	97	6	0	5	27	81	97	9	0	8	34	83	
com.dianyun.chikii	63	0	0	0	0	0	15	0	0	0	0	0	6	0	0	0	0	0	21	
telefonica.de.o2business	106	1958	0	0	56	56	1523	1958	0	0	51	56	1318	1958	0	0	56	148	1987	
appliance.kids.edu	4	10	0	0	0	5	5	10	0	0	0	5	5	10	0	0	0	5	5	
com.cybervalue.TempAlert	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
net.topicit.android	90	3	0	0	4	18	419	3	0	0	2	17	334	3	0	0	4	20	445	
com.jisshow.app	18	12	29	17	16	15	57	12	24	12	14	15	48	12	29	17	16	22	38	
nl.speakap.brinks	78	443	0	0	0	6	181	443	0	0	0	6	130	443	0	0	0	6	327	
com.aoecindia.academyofengineeringcompetence	3	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	6	12	
com.smartsound.skeeperheart	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
xxxeee.jp.android.sakura_06	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
net.atos.bravo	4	4	0	0	2	6	9	4	0	0	2	6	9	4	0	0	2	8	10	
com.appsfromscratch.puzztile	4	4	9	9	2	6	3	4	6	6	2	6	3	4	9	9	2	8	3	
com.app_mirancho.layout	45	0	0	0	8	0	56	0	0	0	8	0	49	0	0	0	8	2	298	
com.soaltkdcpns.mudah	12	4	0	0	0	0	11	4	0	0	0	0	3	4	0	0	0	1	11	
focus.on.chochosan	54	9	2	0	2	24	65	9	2	0	2	24	47	9	2	0	2	44	98	
com.syndicate.coffeemugframes	4	2	4	4	4	4	4	2	4	4	4	4	4	2	4	4	4	4	4	
com.ladytimer.ovulationcalendar	24	3	7	7	7	0	16	3	6	6	6	0	12	3	7	7	7	10	16	
com.allnewsarabic.com	33	5	31	0	17	14	28	5	24	0	15	14	19	5	31	0	17	21	36	
nanonet.immobiliaresartoni	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	23	19	
